"","userId","movieId","rating","timestamp","index","bin","check"
"1",1,804,4,964980499,417,4,1804
"2",1,1210,5,964980499,601,4,11210
"3",1,2018,5,964980523,951,4,12018
"4",1,2628,4,964980523,1237,4,12628
"5",1,2826,4,964980523,1318,4,12826
"6",1,3578,5,964980668,1600,4,13578
"7",1,3617,4,964980683,1608,4,13617
"8",1,3744,4,964980694,1649,4,13744
"9",1,101,5,964980868,72,4,1101
"10",1,441,4,964980868,267,4,1441
"11",1,2858,5,964980868,1326,4,12858
"12",1,2997,4,964980896,1384,4,12997
"13",1,235,4,964980908,145,4,1235
"14",1,1060,4,964980924,532,4,11060
"15",1,356,4,964980962,217,4,1356
"16",1,223,3,964980985,135,4,1223
"17",1,1500,4,964980985,765,4,11500
"18",1,2700,5,964980985,1259,4,12700
"19",1,2395,5,964981093,1133,4,12395
"20",1,3243,3,964981093,1473,4,13243
"21",1,1517,5,964981107,768,4,11517
"22",1,3253,5,964981107,1481,4,13253
"23",1,1580,3,964981125,781,4,11580
"24",1,1732,5,964981125,840,4,11732
"25",1,2596,5,964981144,1227,4,12596
"26",1,3450,5,964981144,1552,4,13450
"27",1,231,5,964981179,141,4,1231
"28",1,333,5,964981179,201,4,1333
"29",1,543,4,964981179,326,4,1543
"30",1,1042,4,964981179,526,4,11042
"31",1,216,5,964981208,131,4,1216
"32",1,500,3,964981208,298,4,1500
"33",1,3052,5,964981208,1408,4,13052
"34",1,3809,4,964981220,1667,4,13809
"35",1,1777,4,964981230,850,4,11777
"36",1,3,4,964981247,2,4,13
"37",1,2542,5,964981265,1208,4,12542
"38",1,2502,5,964981278,1191,4,12502
"39",1,1080,5,964981327,539,4,11080
"40",1,1136,5,964981327,568,4,11136
"41",1,1256,5,964981442,644,4,11256
"42",1,1927,5,964981497,897,4,11927
"43",1,923,5,964981529,465,4,1923
"44",1,3671,5,964981589,1621,4,13671
"45",1,260,5,964981680,160,4,1260
"46",1,1073,5,964981680,535,4,11073
"47",1,1097,5,964981680,554,4,11097
"48",1,2174,4,964981680,1040,4,12174
"49",1,2872,5,964981680,1334,4,12872
"50",1,367,4,964981710,225,4,1367
"51",1,1967,4,964981710,922,4,11967
"52",1,2005,5,964981710,942,4,12005
"53",1,2093,3,964981710,989,4,12093
"54",1,2161,5,964981710,1035,4,12161
"55",1,2193,4,964981710,1045,4,12193
"56",1,2797,4,964981710,1306,4,12797
"57",1,2105,4,964981725,995,4,12105
"58",1,2143,4,964981725,1024,4,12143
"59",1,3479,4,964981725,1564,4,13479
"60",1,2054,4,964981747,969,4,12054
"61",1,673,3,964981775,373,4,1673
"62",1,1009,3,964981775,500,4,11009
"63",1,2253,2,964981775,1061,4,12253
"64",1,3489,4,964981775,1568,4,13489
"65",1,1920,4,964981780,893,4,11920
"66",1,3439,4,964981799,1547,4,13439
"67",1,3440,4,964981799,1548,4,13440
"68",1,1196,5,964981827,588,4,11196
"69",1,1198,5,964981827,590,4,11198
"70",1,1214,4,964981855,605,4,11214
"71",1,2692,5,964981855,1256,4,12692
"72",1,3793,5,964981855,1664,4,13793
"73",1,1197,5,964981872,589,4,11197
"74",1,2944,5,964981872,1360,4,12944
"75",1,3062,4,964981872,1413,4,13062
"76",1,2028,4,964981888,959,4,12028
"77",1,2571,5,964981888,1219,4,12571
"78",1,2949,5,964981888,1364,4,12949
"79",1,457,5,964981909,276,4,1457
"80",1,1220,5,964981909,611,4,11220
"81",1,1222,5,964981909,613,4,11222
"82",1,1291,5,964981909,678,4,11291
"83",1,3703,5,964981909,1636,4,13703
"84",1,110,4,964982176,76,4,1110
"85",1,940,5,964982176,476,4,1940
"86",1,1954,5,964982176,909,4,11954
"87",1,2947,5,964982176,1362,4,12947
"88",1,2948,5,964982191,1363,4,12948
"89",1,2000,4,964982211,937,4,12000
"90",1,6,4,964982224,5,4,16
"91",1,2427,5,964982242,1157,4,12427
"92",1,2529,5,964982242,1201,4,12529
"93",1,2993,5,964982242,1382,4,12993
"94",1,592,4,964982271,345,4,1592
"95",1,2991,5,964982271,1381,4,12991
"96",1,3527,4,964982271,1586,4,13527
"97",1,3639,4,964982271,1616,4,13639
"98",1,1275,5,964982290,662,4,11275
"99",1,1573,5,964982290,780,4,11573
"100",1,2916,4,964982290,1348,4,12916
"101",1,316,3,964982310,190,4,1316
"102",1,1408,3,964982310,737,4,11408
"103",1,2273,4,964982310,1067,4,12273
"104",1,2406,4,964982310,1141,4,12406
"105",1,2528,3,964982328,1200,4,12528
"106",1,3441,5,964982328,1549,4,13441
"107",1,480,4,964982346,287,4,1480
"108",1,1587,5,964982346,784,4,11587
"109",1,423,3,964982363,253,4,1423
"110",1,2640,4,964982377,1238,4,12640
"111",1,70,3,964982400,53,4,170
"112",1,733,4,964982400,390,4,1733
"113",1,1049,5,964982400,528,4,11049
"114",1,2058,5,964982400,970,4,12058
"115",1,3740,4,964982417,1646,4,13740
"116",1,2366,4,964982462,1112,4,12366
"117",1,919,5,964982475,461,4,1919
"118",1,2987,5,964982495,1378,4,12987
"119",1,3168,4,964982495,1451,4,13168
"120",1,1127,4,964982513,563,4,11127
"121",1,2414,3,964982513,1149,4,12414
"122",1,2115,5,964982529,1002,4,12115
"123",1,590,4,964982546,344,4,1590
"124",1,349,4,964982563,211,4,1349
"125",1,648,3,964982563,366,4,1648
"126",1,2046,4,964982563,965,4,12046
"127",1,362,5,964982588,222,4,1362
"128",1,2099,4,964982588,993,4,12099
"129",1,2470,5,964982588,1178,4,12470
"130",1,2617,2,964982588,1235,4,12617
"131",1,1552,4,964982620,775,4,11552
"132",1,1676,3,964982620,816,4,11676
"133",1,2450,4,964982620,1167,4,12450
"134",1,2641,5,964982620,1239,4,12641
"135",1,552,4,964982653,331,4,1552
"136",1,736,3,964982653,392,4,1736
"137",1,1031,5,964982653,519,4,11031
"138",1,1377,3,964982653,721,4,11377
"139",1,2094,5,964982653,990,4,12094
"140",1,1023,5,964982681,512,4,11023
"141",1,1,4,964982703,0,4,11
"142",1,1282,5,964982703,669,4,11282
"143",1,2761,5,964982703,1291,4,12761
"144",1,1025,5,964982791,514,4,11025
"145",1,1032,5,964982791,520,4,11032
"146",1,2048,5,964982791,966,4,12048
"147",1,2137,5,964982791,1018,4,12137
"148",1,2139,5,964982791,1020,4,12139
"149",1,3034,5,964982791,1400,4,13034
"150",1,596,5,964982838,349,4,1596
"151",1,661,5,964982838,368,4,1661
"152",1,2078,5,964982838,978,4,12078
"153",1,2090,5,964982838,987,4,12090
"154",1,2096,4,964982838,991,4,12096
"155",1,2141,5,964982838,1022,4,12141
"156",1,1029,5,964982855,517,4,11029
"157",1,1024,5,964982876,513,4,11024
"158",1,2116,5,964982876,1003,4,12116
"159",1,1030,3,964982903,518,4,11030
"160",1,2033,5,964982903,960,4,12033
"161",1,4006,4,964982903,1732,4,14006
"162",1,50,5,964982931,42,4,150
"163",1,608,5,964982931,353,4,1608
"164",1,1089,5,964982951,546,4,11089
"165",1,1213,5,964982951,604,4,11213
"166",1,1617,5,964982951,798,4,11617
"167",1,296,3,964982967,180,4,1296
"168",1,2268,4,964982989,1065,4,12268
"169",1,2580,5,964983000,1223,4,12580
"170",1,1396,3,964983017,734,4,11396
"171",1,2985,4,964983034,1376,4,12985
"172",1,1620,4,964983056,800,4,11620
"173",1,1805,4,964983056,857,4,11805
"174",1,2616,4,964983080,1234,4,12616
"175",1,2389,2,964983094,1127,4,12389
"176",1,3247,3,964983108,1476,4,13247
"177",1,2387,5,964983123,1126,4,12387
"178",1,954,5,964983219,486,4,1954
"179",1,1208,4,964983250,599,4,11208
"180",1,2329,5,964983263,1093,4,12329
"181",1,2959,5,964983282,1370,4,12959
"182",1,1219,2,964983393,610,4,11219
"183",1,1348,4,964983393,704,4,11348
"184",1,2644,4,964983393,1242,4,12644
"185",1,1258,3,964983414,646,4,11258
"186",1,1278,5,964983414,665,4,11278
"187",1,2459,5,964983414,1173,4,12459
"188",1,2648,4,964983414,1243,4,12648
"189",1,2716,5,964983414,1268,4,12716
"190",1,2657,3,964983426,1244,4,12657
"191",1,1092,5,964983484,549,4,11092
"192",1,3386,5,964983484,1527,4,13386
"193",1,1625,5,964983504,801,4,11625
"194",1,3176,1,964983504,1455,4,13176
"195",1,1644,3,964983536,806,4,11644
"196",1,3273,5,964983536,1501,4,13273
"197",1,2338,2,964983546,1097,4,12338
"198",1,1265,4,964983599,652,4,11265
"199",1,943,4,964983614,478,4,1943
"200",1,1226,5,964983618,617,4,11226
"201",1,163,5,964983650,100,4,1163
"202",1,2291,5,964983664,1073,4,12291
"203",1,1270,5,964983705,657,4,11270
"204",1,1240,5,964983723,628,4,11240
"205",1,1206,5,964983737,597,4,11206
"206",1,3702,5,964983737,1635,4,13702
"207",1,3033,5,964983762,1399,4,13033
"208",1,593,4,964983793,346,4,1593
"209",1,47,5,964983815,40,4,147
"210",1,2353,5,964983861,1105,4,12353
"211",1,3147,5,964983873,1443,4,13147
"212",1,527,5,964984002,313,4,1527
"213",1,5060,5,964984002,1949,4,15060
"214",1,1090,4,964984018,547,4,11090
"215",1,1224,5,964984018,615,4,11224
"216",1,151,5,964984041,90,4,1151
"217",1,3448,5,964984054,1551,4,13448
"218",1,780,3,964984086,404,4,1780
"219",1,1298,5,964984086,684,4,11298
"220",1,3053,5,964984086,1409,4,13053
"221",1,157,5,964984100,94,4,1157
"222",1,1445,3,964984112,748,4,11445
"223",1,553,5,964984153,332,4,1553
"224",1,2478,4,964984169,1183,4,12478
"225",1,2012,4,964984176,947,4,12012
"226",1,2492,4,965719662,1186,4,12492
"227",2,318,3,1445714835,192,13,2318
"228",2,79132,4,1445714841,2884,13,279132
"229",2,115713,3.5,1445714854,3147,13,2115713
"230",2,99114,3.5,1445714874,3053,13,299114
"231",2,112552,4,1445714882,3136,13,2112552
"232",2,3578,4,1445714885,1600,13,23578
"233",2,91529,3.5,1445714891,2996,13,291529
"234",2,74458,4,1445714926,2857,13,274458
"235",2,91658,2.5,1445714938,3000,13,291658
"236",2,77455,3,1445714941,2870,13,277455
"237",2,6874,4,1445714952,2190,13,26874
"238",2,8798,3.5,1445714960,2341,13,28798
"239",2,106782,5,1445714966,3101,13,2106782
"240",2,71535,3,1445714974,2841,13,271535
"241",2,60756,5,1445714980,2743,13,260756
"242",2,46970,4,1445715013,2566,13,246970
"243",2,333,4,1445715029,201,13,2333
"244",2,48516,4,1445715064,2588,13,248516
"245",2,58559,4.5,1445715141,2721,13,258559
"246",2,109487,3,1445715145,3115,13,2109487
"247",2,68157,4.5,1445715154,2803,13,268157
"248",2,86345,4,1445715166,2948,13,286345
"249",2,80906,5,1445715172,2905,13,280906
"250",2,89774,5,1445715189,2979,13,289774
"251",2,1704,4.5,1445715228,830,13,21704
"252",2,122882,5,1445715272,3162,13,2122882
"253",2,80489,4.5,1445715340,2900,13,280489
"254",3,1275,3.5,1306463323,662,10,31275
"255",3,2105,2,1306463559,995,10,32105
"256",3,1371,3,1306463561,715,10,31371
"257",3,914,0.5,1306463567,457,10,3914
"258",3,1263,0.5,1306463569,651,10,31263
"259",3,2080,0.5,1306463572,979,10,32080
"260",3,31,0.5,1306463578,29,10,331
"261",3,720,0.5,1306463595,387,10,3720
"262",3,3703,5,1306463603,1636,10,33703
"263",3,849,5,1306463611,433,10,3849
"264",3,647,0.5,1306463619,365,10,3647
"265",3,1272,0.5,1306463624,659,10,31272
"266",3,1093,0.5,1306463627,550,10,31093
"267",3,2288,4,1306463631,1071,10,32288
"268",3,3210,0.5,1306463638,1469,10,33210
"269",3,1587,4.5,1306464003,784,10,31587
"270",3,3024,4.5,1306464054,1395,10,33024
"271",3,72378,0.5,1306464164,2848,10,372378
"272",3,2018,0.5,1306464175,951,10,32018
"273",3,1302,0.5,1306464189,688,10,31302
"274",3,6238,0.5,1306464204,2104,10,36238
"275",3,1124,0.5,1306464216,560,10,31124
"276",3,688,0.5,1306464228,376,10,3688
"277",3,3949,0.5,1306464245,1703,10,33949
"278",3,2090,0.5,1306464261,987,10,32090
"279",3,527,0.5,1306464275,313,10,3527
"280",3,5048,0.5,1306464284,1946,10,35048
"281",3,2424,0.5,1306464293,1156,10,32424
"282",4,171,3,945078428,106,3,4171
"283",4,902,4,945078446,446,3,4902
"284",4,417,2,945078467,249,3,4417
"285",4,1304,3,945078467,690,3,41304
"286",4,2351,4,945078467,1103,3,42351
"287",4,2959,2,945078528,1370,3,42959
"288",4,2712,2,945078542,1266,3,42712
"289",4,162,5,945078571,99,3,4162
"290",4,599,2,945078587,351,3,4599
"291",4,538,5,945078636,321,3,4538
"292",4,368,4,945078690,226,3,4368
"293",4,1283,5,945078690,670,3,41283
"294",4,2019,2,945078690,952,3,42019
"295",4,2921,4,945078708,1352,3,42921
