"","userId","movieId","rating","timestamp","index","bin","check"
"1",5,590,5,847434747,344,1,5590
"2",6,590,5,845553109,344,1,6590
"3",8,150,4,839463422,89,1,8150
"4",14,592,2,835440976,345,1,14592
"5",26,150,3,836950245,89,1,26150
"6",31,1,5,850466616,0,1,311
"7",35,150,5,830939391,89,1,35150
"8",37,592,3,845239387,345,1,37592
"9",38,592,4,841341160,345,1,38592
"10",40,150,5,832058854,89,1,40150
"11",43,150,5,848993627,89,1,43150
"12",46,590,5,834787617,344,1,46590
"13",54,150,3,830247106,89,1,54150
"14",56,296,4,835799034,180,1,56296
"15",58,150,4,847718380,89,1,58150
"16",81,150,3,845299424,89,1,81150
"17",94,150,4,843406616,89,1,94150
"18",99,10,4,829827514,9,1,9910
"19",102,590,4,835875690,344,1,102590
"20",107,1,4,829322340,0,1,1071
"21",109,150,3,841106309,89,1,109150
"22",117,150,4,844162743,89,1,117150
"23",121,150,3,847655899,89,1,121150
"24",126,150,4,845925577,89,1,126150
"25",130,150,4,832589516,89,1,130150
"26",133,150,3,843490780,89,1,133150
"27",134,590,5,832840928,344,1,134590
"28",136,150,2,832449136,89,1,136150
"29",142,590,4,838931919,344,1,142590
"30",145,150,3,832105148,89,1,145150
"31",162,592,4,836488862,345,1,162592
"32",170,592,3,840380827,345,1,170592
"33",173,150,4,843397856,89,1,173150
"34",174,150,5,848486904,89,1,174150
"35",176,150,4,840108527,89,1,176150
"36",179,150,4,840907313,89,1,179150
"37",181,592,2,845469279,345,1,181592
"38",191,1,4,829759809,0,1,1911
"39",192,590,4,835128551,344,1,192590
"40",206,1,5,850763267,0,1,2061
"41",229,592,3,836941246,345,1,229592
"42",235,150,5,841422308,89,1,235150
"43",240,150,4,849122058,89,1,240150
"44",242,150,3,834073039,89,1,242150
"45",243,380,3,837155039,236,1,243380
"46",262,296,3,840305552,180,1,262296
"47",269,1,5,850865423,0,1,2691
"48",273,590,2,835798984,344,1,273590
"49",284,150,2,832695048,89,1,284150
"50",314,150,4,834241286,89,1,314150
"51",321,150,4,843212359,89,1,321150
"52",340,648,4,848666212,366,1,340648
"53",347,150,4,847645537,89,1,347150
"54",349,296,4,834750311,180,1,349296
"55",353,296,5,831939568,180,1,353296
"56",373,150,2,846829840,89,1,373150
"57",374,150,3,849089035,89,1,374150
"58",379,150,5,847397201,89,1,379150
"59",385,150,5,834691537,89,1,385150
"60",386,592,1,842610160,345,1,386592
"61",394,150,3,838994123,89,1,394150
"62",395,590,3,841503392,344,1,395590
"63",402,95,4,849598075,69,1,40295
"64",404,296,3,838375694,180,1,404296
"65",411,150,5,835531951,89,1,411150
"66",429,22,4,828124615,21,1,42922
"67",436,150,4,833529409,89,1,436150
"68",444,296,5,832668242,180,1,444296
"69",446,592,3,843839121,345,1,446592
"70",447,592,3,836960587,345,1,447592
"71",455,592,3,836435808,345,1,455592
"72",458,150,5,845651602,89,1,458150
"73",468,590,5,831400405,344,1,468590
"74",470,150,3,849074736,89,1,470150
"75",476,592,4,835021272,345,1,476592
"76",485,150,5,837943215,89,1,485150
"77",486,150,5,839536920,89,1,486150
"78",498,153,3,839196963,91,1,498153
"79",501,10,4,844973340,9,1,50110
"80",507,590,3,838964549,344,1,507590
"81",512,590,3,841449201,344,1,512590
"82",521,32,3,852713082,30,1,52132
"83",524,1,4,851608466,0,1,5241
"84",530,590,5,843226667,344,1,530590
"85",536,150,5,832839783,89,1,536150
"86",541,380,4,835642917,236,1,541380
"87",544,1,3,850688537,0,1,5441
"88",559,150,3,845475789,89,1,559150
"89",565,150,3,846533209,89,1,565150
"90",566,592,3,849005083,345,1,566592
